image_name,steering_angle
1479425643918067971.pgm,-0.4625122547
1479425643968024987.pgm,-0.4625122547
1479425644018075287.pgm,-0.4625122547
1479425644068022241.pgm,-0.457487493
1479425644118025782.pgm,-0.4437660193
1479425644168090393.pgm,-0.4255609907
1479425644218072197.pgm,-0.4039069813
1479425644268092442.pgm,-0.3802613537
1479425644318172636.pgm,-0.3583098894
1479425644368105972.pgm,-0.3508111835
1479425644418192020.pgm,-0.3524137821
1479425644468099851.pgm,-0.3585079915
1479425644518207952.pgm,-0.3646186526
1479425644568118780.pgm,-0.3672211472
1479425644618145405.pgm,-0.3682644665
1479425644668159443.pgm,-0.3647738099
1479425644718174754.pgm,-0.3599132748
1479425644768162029.pgm,-0.3536261311
1479425644818167917.pgm,-0.3459928983
1479425644868142285.pgm,-0.3396797131
1479425644918163181.pgm,-0.3335784367
1479425644968232346.pgm,-0.3250713646
1479425645018207241.pgm,-0.3163673035
1479425645068207075.pgm,-0.3111431596
1479425645118337649.pgm,-0.3056652543
1479425645168209881.pgm,-0.2989521582
1479425645218222672.pgm,-0.2934736339
1479425645268240972.pgm,-0.2867586279
1479425645318249847.pgm,-0.2783214225
1479425645368279023.pgm,-0.2663917181
1479425645418281200.pgm,-0.2489782981
1479425645468244488.pgm,-0.226895474
1479425645518291679.pgm,-0.2007483207
1479425645568350448.pgm,-0.1768979382
1479425645618309928.pgm,-0.161186263
1479425645668323867.pgm,-0.1553343087
1479425645718379352.pgm,-0.1553343087
1479425645768364992.pgm,-0.1558802
1479425645818426608.pgm,-0.1570796371
1479425645868389773.pgm,-0.1570796371
1479425645918456385.pgm,-0.1570796371
1479425645968377321.pgm,-0.1553343087
1479425646018464812.pgm,-0.1553343087
1479425646068437076.pgm,-0.1548257838
1479425646118425282.pgm,-0.1460674939
1479425646168418425.pgm,-0.1368965224
1479425646218421418.pgm,-0.1299929215
1479425646268450565.pgm,-0.121694985
1479425646318537388.pgm,-0.1142739229
1479425646368440660.pgm,-0.105534195
1479425646418407584.pgm,-0.0981658253
1479425646468479128.pgm,-0.0881167781
1479425646518514679.pgm,-0.0798418316
1479425646568453590.pgm,-0.0711224783
1479425646618521836.pgm,-0.0650199977
1479425646668586849.pgm,-0.0584719641
1479425646718512709.pgm,-0.0545591658
1479425646768597329.pgm,-0.052359879
1479425646818536219.pgm,-0.052359879
1479425646868502578.pgm,-0.0519661476
1479425646918538806.pgm,-0.0493497038
1479425646968547225.pgm,-0.0467365174
1479425647018604847.pgm,-0.04363323
1479425647068545204.pgm,-0.0415158598
1479425647118589008.pgm,-0.0354124405
1479425647168561360.pgm,-0.0219756917
1479425647218638259.pgm,-0.0102844269
1479425647268609598.pgm,-0.0031452567
1479425647318718500.pgm,-0.0005243859
1479425647368589682.pgm,-0.0017453292
1479425647418694893.pgm,-0.0034906585
1479425647468626985.pgm,-0.0034906585
1479425647518692359.pgm,-0.0034906585
1479425647568733635.pgm,-0.0034906585
1479425647618719411.pgm,-0.0034906585
1479425647668713136.pgm,-0.0058098252
1479425647718716231.pgm,-0.015689041
1479425647768716918.pgm,-0.030754839
1479425647818691781.pgm,-0.0441713729
1479425647868826790.pgm,-0.0491440829
1479425647918736609.pgm,-0.050614547
1479425647968692394.pgm,-0.0486234163
1479425648018749801.pgm,-0.0471238904
1479425648068731215.pgm,-0.0471238904
1479425648118794598.pgm,-0.0471238904
1479425648168818918.pgm,-0.0471238904
1479425648218753025.pgm,-0.0471238904
1479425648268823880.pgm,-0.0453785621
1479425648318780490.pgm,-0.0453785621
1479425648368774825.pgm,-0.0453785621
1479425648418823926.pgm,-0.0453785621
1479425648468774453.pgm,-0.0434575559
1479425648518965614.pgm,-0.0390779467
1479425648568843313.pgm,-0.0347300879
1479425648618857163.pgm,-0.029670598
1479425648668934562.pgm,-0.029670598
1479425648718820193.pgm,-0.0324391847
1479425648768873756.pgm,-0.0386936869
1479425648818898999.pgm,-0.0463932769
1479425648868872748.pgm,-0.052487462
1479425648918871052.pgm,-0.0558505356
1479425648968893317.pgm,-0.0575958639
1479425649018930716.pgm,-0.0575958639
1479425649068876272.pgm,-0.059341196
1479425649118992237.pgm,-0.0630462761
1479425649168954269.pgm,-0.0754280253
1479425649218966042.pgm,-0.0911181955
1479425649268959917.pgm,-0.1067090922
1479425649318977187.pgm,-0.1180391014
1479425649368993971.pgm,-0.1309701316
1479425649419014768.pgm,-0.1343903542
1479425649468993419.pgm,-0.1343903542
1479425649518975770.pgm,-0.1370558074
1479425649568990269.pgm,-0.1431522293
1479425649619062765.pgm,-0.1484281599
1479425649668992828.pgm,-0.1553618023
1479425649719062815.pgm,-0.1606227309
1479425649769090518.pgm,-0.1640969181
1479425649819173093.pgm,-0.1692969352
1479425649869043302.pgm,-0.1692969352
1479425649919070285.pgm,-0.1692969352
1479425649969108042.pgm,-0.1658133638
1479425650019116583.pgm,-0.163200684
1479425650069062014.pgm,-0.1588514876
1479425650119153568.pgm,-0.1527910859
1479425650169127663.pgm,-0.1432962112
1479425650219187094.pgm,-0.1318869198
1479425650269070732.pgm,-0.1154130367
1479425650319101786.pgm,-0.0979678053
1479425650369168301.pgm,-0.080528148
1479425650419144815.pgm,-0.0699559773
1479425650469195263.pgm,-0.0645771846
1479425650519206464.pgm,-0.0628318563
1479425650569140368.pgm,-0.0594326788
1479425650619189796.pgm,-0.0542976186
1479425650669192126.pgm,-0.0455827523
1479425650719229971.pgm,-0.0370870312
1479425650769205762.pgm,-0.0196818291
1479425650819145981.pgm,0.0019774115
1479425650869159760.pgm,0.0253797429
1479425650919214385.pgm,0.050794684
1479425650969225065.pgm,0.0743030286
1479425651019244924.pgm,0.0953857282
1479425651069227339.pgm,0.1161361914
1479425651119297007.pgm,0.1312949532
1479425651169378225.pgm,0.1477087207
1479425651219324845.pgm,0.1633436195
1479425651269383671.pgm,0.1857087512
1479425651319289733.pgm,0.2082273715
1479425651369417267.pgm,0.2362349394
1479425651419356810.pgm,0.2630163657
1479425651469339337.pgm,0.2884875143
1479425651519635268.pgm,0.3099136724
1479425651569374658.pgm,0.3239682385
1479425651619371865.pgm,0.337037034
1479425651669372004.pgm,0.353363032
1479425651719499607.pgm,0.3773509969
1479425651769458387.pgm,0.4034746896
1479425651819415270.pgm,0.427209331
1479425651869384251.pgm,0.4475022528
1479425651919459947.pgm,0.4690400135
1479425651969454103.pgm,0.4922950393
1479425652019476153.pgm,0.5231241408
1479425652069443216.pgm,0.5593961984
1479425652119586767.pgm,0.5998986435
1479425652169470815.pgm,0.6314529102
1479425652219428572.pgm,0.6613564962
1479425652269434926.pgm,0.6889327307
1479425652319464711.pgm,0.7113568505
1479425652369545463.pgm,0.7331653679
1479425652419576810.pgm,0.7503365563
1479425652469549714.pgm,0.7620257523
1479425652519588246.pgm,0.7661995292
1479425652569504591.pgm,0.7661995292
1479425652619644515.pgm,0.7661995292
1479425652669638337.pgm,0.7661995292
1479425652719642269.pgm,0.773973333
1479425652769558751.pgm,0.7984435409
1479425652819572937.pgm,0.8350880951
1479425652869612959.pgm,0.8730304824
1479425652919757627.pgm,0.8972926241
1479425652969573907.pgm,0.9058258533
1479425653020165686.pgm,0.9013455002
1479425653069662333.pgm,0.8957811066
1479425653119693759.pgm,0.8936085701
1479425653169642859.pgm,0.8936085701
1479425653219623037.pgm,0.8953539133
1479425653269689959.pgm,0.8966421318
1479425653319683872.pgm,0.8992663585
1479425653369684377.pgm,0.9053679376
1479425653419679171.pgm,0.9083836512
1479425653469711261.pgm,0.9171031783
1479425653519654699.pgm,0.9261945051
1479425653569688917.pgm,0.9392737935
1479425653619754811.pgm,0.9484860001
1479425653669707421.pgm,0.9499583068
1479425653719824812.pgm,0.9431131768
1479425653769686308.pgm,0.9318126177
1479425653819732618.pgm,0.9187374229
1479425653869716035.pgm,0.911061883
1479425653919765057.pgm,0.9019951474
1479425653969719494.pgm,0.8964416011
1479425654019769198.pgm,0.8859708299
1479425654069742649.pgm,0.8772662223
1479425654119731859.pgm,0.8706100273
1479425654169809929.pgm,0.863320424
1479425654219732810.pgm,0.8543307597
1479425654269751846.pgm,0.8412552331
1479425654319807248.pgm,0.8244136937
1479425654369795496.pgm,0.804077144
1479425654419832203.pgm,0.7840307928
1479425654469805812.pgm,0.7622614946
1479425654520220380.pgm,0.7388517109
1479425654569861425.pgm,0.7215478902
1479425654619965431.pgm,0.7040891975
1479425654669810442.pgm,0.6867180526
1479425654719899204.pgm,0.6652973703
1479425654769828515.pgm,0.6403066994
1479425654819937854.pgm,0.6130112535
1479425654869828832.pgm,0.5869427424
1479425654919917599.pgm,0.5627174932
1479425654969902639.pgm,0.539193049
1479425655019898414.pgm,0.515660639
1479425655070032014.pgm,0.4910235487
1479425655119981197.pgm,0.4647120184
1479425655169906785.pgm,0.4353159038
1479425655219921916.pgm,0.405671299
1479425655269975169.pgm,0.3795185043
1479425655319982320.pgm,0.3552767439
1479425655369958819.pgm,0.3345212372
1479425655420028571.pgm,0.3189717352
1479425655469972464.pgm,0.3069139094
1479425655519955258.pgm,0.2982095915
1479425655569985819.pgm,0.2912354088
1479425655620073768.pgm,0.2862339914
1479425655670026624.pgm,0.2852539445
1479425655720007692.pgm,0.2824618252
1479425655770035271.pgm,0.2657004015
1479425655820069627.pgm,0.2402703402
1479425655870112203.pgm,0.2114871394
1479425655920091209.pgm,0.1882048632
1479425655970155876.pgm,0.1743858917
1479425656020674613.pgm,0.1710422635
1479425656070158117.pgm,0.170114802
1479425656120105883.pgm,0.156848893
1479425656170215407.pgm,0.132348245
1479425656220156773.pgm,0.1044997484
1479425656270135014.pgm,0.0774935282
1479425656320201479.pgm,0.0504909537
1479425656370229898.pgm,0.0295815151
1479425656420182955.pgm,0.0209439509
1479425656470228315.pgm,0.0209439509
1479425656520259099.pgm,0.0244346985
1479425656570195709.pgm,0.0261799395
1479425656620202893.pgm,0.0244570874
1479425656670205985.pgm,0.0244346093
1479425656720279301.pgm,0.0244346093
1479425656770262929.pgm,0.022689281
1479425656820383760.pgm,0.0209744461
1479425656870283334.pgm,0.0183738556
1479425656920313785.pgm,0.0140152796
1479425656970277788.pgm,0.0079195184
1479425657020282199.pgm,0.001891367
1479425657070284987.pgm,-0.000793894
1479425657120442314.pgm,-0.0051665955
1479425657170289634.pgm,-0.0095074948
1479425657220322691.pgm,-0.0104719754
1479425657270317764.pgm,-0.0104719754
1479425657320395304.pgm,-0.0104719754
1479425657370325165.pgm,-0.0104719754
1479425657420348547.pgm,-0.0104719754
1479425657470407883.pgm,-0.0062346921
1479425657520911070.pgm,-0.0018331528
1479425657570357485.pgm,0
1479425657620372259.pgm,-0.0017453292
1479425657670404819.pgm,-0.0042089008
1479425657720400593.pgm,-0.0101447137
1479425657770419135.pgm,-0.0146655723
1479425657820420640.pgm,-0.0225133026
1479425657870466926.pgm,-0.0317343075
1479425657920442240.pgm,-0.0415096729
1479425657970434550.pgm,-0.0578536949
1479425658020437636.pgm,-0.0775148653
1479425658070458596.pgm,-0.1030397544
1479425658120465779.pgm,-0.1378901201
1479425658170505161.pgm,-0.1715707363
1479425658220561111.pgm,-0.2057619723
1479425658270539643.pgm,-0.2394546484
1479425658320500388.pgm,-0.2673158903
1479425658370493458.pgm,-0.2904190535
1479425658420571465.pgm,-0.3079238397
1479425658470593609.pgm,-0.321231716
1479425658520550123.pgm,-0.3343022389
1479425658570600386.pgm,-0.3450340814
1479425658620602028.pgm,-0.3540231206
1479425658670526738.pgm,-0.358372651
1479425658720653283.pgm,-0.3609961299
1479425658770565751.pgm,-0.3630284965
1479425658820578117.pgm,-0.364461658
1479425658870588360.pgm,-0.3647738099
1479425658920601120.pgm,-0.3679418185
1479425658970581342.pgm,-0.3705504815
1479425659020633564.pgm,-0.3749120405
1479425659070632352.pgm,-0.376991123
1479425659120695003.pgm,-0.376991123
1479425659170633646.pgm,-0.3804817796
1479425659220781944.pgm,-0.382227093
1479425659270653950.pgm,-0.3839724362
1479425659320747394.pgm,-0.3853503681
1479425659370738221.pgm,-0.3874630928
1479425659420685386.pgm,-0.389208436
1479425659470664107.pgm,-0.389208436
1479425659520799420.pgm,-0.389208436
1479425659570742469.pgm,-0.3949041609
1479425659620716638.pgm,-0.4027568368
1479425659670741760.pgm,-0.414994202
1479425659720834377.pgm,-0.431109499
1479425659770742929.pgm,-0.4502804042
1479425659820741440.pgm,-0.4707740571
1479425659870777667.pgm,-0.4882116403
1479425659920739695.pgm,-0.4982531426
1479425659970785712.pgm,-0.5052186554
1479425660020827157.pgm,-0.512664185
1479425660070653986.pgm,-0.5208767687
1479425660120768507.pgm,-0.5313560762
1479425660170967389.pgm,-0.5422404479
1479425660221010467.pgm,-0.5570563634
1479425660271022353.pgm,-0.574387489
1479425660320973765.pgm,-0.5986564885
1479425660370916987.pgm,-0.6315838027
1479425660420829720.pgm,-0.676122946
1479425660470902418.pgm,-0.7267331497
1479425660520892175.pgm,-0.7790184108
1479425660570900959.pgm,-0.8270200997
1479425660620933516.pgm,-0.8618198206
1479425660670947901.pgm,-0.8779006004
1479425660720907788.pgm,-0.8743438611
1479425660770942125.pgm,-0.8492686381
1479425660820935488.pgm,-0.8114889762
1479425660870953991.pgm,-0.7644196389
1479425660920978674.pgm,-0.7092911073
1479425660970962229.pgm,-0.6467893624
1479425661020994244.pgm,-0.5814416032
1479425661070945772.pgm,-0.5277177083
1479425661121009674.pgm,-0.4866047803
1479425661170958927.pgm,-0.4615045838
1479425661221043782.pgm,-0.4515437007
1479425661271029253.pgm,-0.4507774615
1479425661321005156.pgm,-0.4605895721
1479425661371059545.pgm,-0.4699544568
1479425661421013431.pgm,-0.4758163545
1479425661471057680.pgm,-0.4747295678
1479425661521021326.pgm,-0.4736517209
1479425661571159423.pgm,-0.4690824663
1479425661621085341.pgm,-0.4614465504
1479425661671060607.pgm,-0.4534187731
1479425661721101557.pgm,-0.442948314
1479425661771074130.pgm,-0.4305945599
1479425661821111816.pgm,-0.416462943
1479425661871146438.pgm,-0.393475101
1479425661921125311.pgm,-0.364381568
1479425661971113762.pgm,-0.3249117374
1479425662021125393.pgm,-0.279407068
1479425662071138413.pgm,-0.228786685
1479425662121111701.pgm,-0.1813582804
1479425662171150341.pgm,-0.1443091495
1479425662221119520.pgm,-0.127200819
1479425662271209875.pgm,-0.1221730486
1479425662321181450.pgm,-0.1221730486
1479425662371217240.pgm,-0.1274905034
1479425662421200162.pgm,-0.1326450258
1479425662471219969.pgm,-0.1343903542
1479425662521178933.pgm,-0.1317011227
1479425662571243391.pgm,-0.1308996975
1479425662621285688.pgm,-0.1308996975
1479425662671374024.pgm,-0.1290911895
1479425662721346927.pgm,-0.1238079735
1479425662771256387.pgm,-0.1168543329
1479425662821435198.pgm,-0.1107808648
1479425662871303307.pgm,-0.1117630047
1479425662921320611.pgm,-0.1222206165
1479425662971315760.pgm,-0.1238870441
1479425663021413650.pgm,-0.1160458299
1479425663071380147.pgm,-0.1099374096
1479425663121371469.pgm,-0.0977411997
1479425663171394506.pgm,-0.0803138943
1479425663221345601.pgm,-0.0525613614
1479425663271410126.pgm,-0.0107236498
1479425663321352980.pgm,0.0189497908
1479425663371388320.pgm,0.0279252678
1479425663421405656.pgm,0.0356531371
1479425663471440034.pgm,0.0538167412
1479425663521412639.pgm,0.0764536603
1479425663571425152.pgm,0.0987304442
1479425663621502415.pgm,0.1090175925
1479425663671418784.pgm,0.1015429713
1479425663721480702.pgm,0.0782297836
1479425663771496679.pgm,0.0477997606
1479425663821547885.pgm,0.0197463107
1479425663871541490.pgm,0.0020350021
1479425663921532179.pgm,0.0017453292
1479425663971474519.pgm,0.0017453292
1479425664021467228.pgm,0.0059817983
1479425664071526491.pgm,0.0087266462
1479425664121592161.pgm,0.0104719754
1479425664171553834.pgm,0.0104719754
1479425664221519630.pgm,0.0048138519
1479425664271582399.pgm,-0.0014420247
1479425664321576103.pgm,-0.0101363267
1479425664371578999.pgm,-0.0188659026
1479425664421559309.pgm,-0.0233762247
1479425664471621530.pgm,-0.0277357124
1479425664521574908.pgm,-0.0279252678
1479425664571586646.pgm,-0.0279252678
1479425664621562982.pgm,-0.0261799395
1479425664671667068.pgm,-0.0246463159
1479425664721666866.pgm,-0.0255166949
1479425664771619086.pgm,-0.0244346093
1479425664821645875.pgm,-0.0220433978
1479425664871652629.pgm,-0.0111831552
1479425664921664411.pgm,0.0036422497
1479425664971653161.pgm,0.0151962717
1479425665021751412.pgm,0.0244346093
1479425665071703956.pgm,0.0214647423
1479425665121724891.pgm,0.0121882887
1479425665171725661.pgm,0.00229598
1479425665221722958.pgm,-0.0040803121
1479425665271729300.pgm,-0.0055201889
1479425665321750048.pgm,-0.0046540777
1479425665371820271.pgm,-0.0005870125
1479425665421820391.pgm,0.0017453292
1479425665471740051.pgm,0.0017453292
1479425665521755509.pgm,0.0017453292
1479425665571802481.pgm,0.0017453292
1479425665621816955.pgm,0.0017453292
1479425665671837273.pgm,0.0017453292
1479425665721785453.pgm,0.0040154307
1479425665771821503.pgm,0.0052359877
1479425665821869107.pgm,0.0052359877
1479425665871866263.pgm,0.0052359877
1479425665921895528.pgm,0.0057416687
1479425665971839782.pgm,0.010090915
1479425666021897393.pgm,0.0149428977
1479425666071902171.pgm,0.0232676053
1479425666121872637.pgm,0.0283986695
1479425666171855711.pgm,0.0314159282
1479425666221875041.pgm,0.037108317
1479425666271930019.pgm,0.0414548802
1479425666321901012.pgm,0.0418879017
1479425666371893002.pgm,0.0405778849
1479425666421913128.pgm,0.0379627456
1479425666472033726.pgm,0.0349065848
1479425666521919364.pgm,0.0309986729
1479425666571939633.pgm,0.029670598
1479425666621965174.pgm,0.029670598
1479425666672010082.pgm,0.029670598
1479425666722002080.pgm,0.0314159282
1479425666771982581.pgm,0.0314159282
1479425666822002517.pgm,0.0331612565
1479425666871998970.pgm,0.0373978054
1479425666922067332.pgm,0.0447531203
1479425666972003352.pgm,0.0607722705
1479425667022020654.pgm,0.0691338165
1479425667072047931.pgm,0.0792361934
1479425667122044924.pgm,0.0837758034
1479425667172010234.pgm,0.0808269549
1479425667222118047.pgm,0.0723050242
1479425667272065440.pgm,0.0580958884
1479425667322044930.pgm,0.0406408794
1479425667372095842.pgm,0.0279059078
1479425667422113955.pgm,0.0191986226
1479425667472114638.pgm,0.0191986226
1479425667522142216.pgm,0.0191986226
1479425667572109283.pgm,0.0203508433
1479425667622189563.pgm,0.0247127339
1479425667672174894.pgm,0.0261799395
1479425667722153121.pgm,0.0261799395
1479425667772124299.pgm,0.0261799395
1479425667822157148.pgm,0.0261799395
1479425667872248463.pgm,0.0261799395
1479425667922170211.pgm,0.0261799395
1479425667972214327.pgm,0.0261799395
1479425668022236142.pgm,0.0261799395
1479425668072231680.pgm,0.0261799395
1479425668122249974.pgm,0.0261799395
1479425668172176391.pgm,0.0261799395
1479425668222242819.pgm,0.0261799395
1479425668272270633.pgm,0.0261799395
1479425668322218263.pgm,0.0261799395
1479425668372231850.pgm,0.0261799395
1479425668422220462.pgm,0.0261799395
1479425668472328071.pgm,0.0261799395
1479425668522242754.pgm,0.0261799395
1479425668572351703.pgm,0.0261799395
1479425668622293835.pgm,0.0261799395
1479425668672359356.pgm,0.0261799395
1479425668722332355.pgm,0.0261799395
1479425668772343733.pgm,0.0261799395
1479425668822304777.pgm,0.0261799395
1479425668872347573.pgm,0.0279252678
1479425668922410411.pgm,0.0279252678
1479425668972375355.pgm,0.0271497723
1479425669022375187.pgm,0.0279252678
1479425669072371557.pgm,0.0279252678
1479425669122394755.pgm,0.0279252678
1479425669172409212.pgm,0.0269820924
1479425669222362405.pgm,0.0261799395
1479425669272408567.pgm,0.0261799395
1479425669322453406.pgm,0.0261799395
1479425669372437016.pgm,0.0261799395
1479425669422477558.pgm,0.0261799395
1479425669472468976.pgm,0.0244346093
1479425669522454441.pgm,0.0244346093
1479425669572504520.pgm,0.0244346093
1479425669622488304.pgm,0.0244346093
1479425669672585792.pgm,0.022689281
1479425669722473038.pgm,0.022689281
1479425669772533229.pgm,0.022689281
1479425669822597827.pgm,0.022689281
1479425669872505312.pgm,0.022689281
1479425669922561678.pgm,0.0209439509
1479425669972562863.pgm,0.0175310527
1479425670022549734.pgm,0.0036117822
1479425670072611432.pgm,-0.0068824857
1479425670122570807.pgm,-0.0155959631
1479425670172605512.pgm,-0.0165203172
1479425670222613663.pgm,-0.0174532924
1479425670272603020.pgm,-0.0157079641
1479425670322616847.pgm,-0.0140483598
1479425670372662371.pgm,-0.0114288246
1479425670422622949.pgm,-0.0104719754
1479425670472661983.pgm,-0.0104719754
1479425670522628873.pgm,-0.0088350148
1479425670572646180.pgm,-0.006981317
1479425670622620881.pgm,-0.006981317
1479425670672635937.pgm,-0.006981317
1479425670722697717.pgm,-0.006981317
1479425670772732241.pgm,-0.0034906585
1479425670822710563.pgm,-0.0001451607
1479425670873263938.pgm,0.0007644687
1479425670922651729.pgm,0.0033234203
1479425670972715245.pgm,0.0076882815
1479425671022717383.pgm,0.0104719754
1479425671072703799.pgm,0.0122173047
1479425671122695757.pgm,0.0137718591
1479425671172742867.pgm,0.0139626339
1479425671222860108.pgm,0.0139626339
1479425671272814827.pgm,0.0139626339
1479425671322891893.pgm,0.01550339
1479425671372867909.pgm,0.0157079641
1479425671422777105.pgm,0.0157079641
1479425671472845978.pgm,0.0150737477
1479425671522846159.pgm,0.0139626339
1479425671572976241.pgm,0.0139626339
1479425671622828825.pgm,0.0139626339
1479425671672876239.pgm,0.0139626339
1479425671722862456.pgm,0.0157079641
1479425671772929589.pgm,0.0174532924
1479425671822871579.pgm,0.0174532924
1479425671872928289.pgm,0.0168661
1479425671922894586.pgm,0.0157079641
1479425671972930567.pgm,0.011080314
1479425672022969589.pgm,0.006981317
1479425672072924116.pgm,0.006981317
1479425672122971530.pgm,0.006981317
1479425672173038481.pgm,0.0087266462
1479425672222945418.pgm,0.0083932654
1479425672272928449.pgm,0.0087266462
1479425672323060490.pgm,0.0087266462
1479425672373050429.pgm,0.0087266462
1479425672423098101.pgm,0.0087266462
1479425672473020633.pgm,0.0087266462
1479425672523003269.pgm,0.0087266462
1479425672573096894.pgm,0.0092293268
1479425672623024174.pgm,0.0122173047
1479425672673005021.pgm,0.0139626339
1479425672723126477.pgm,0.0139626339
1479425672773028473.pgm,0.0139626339
1479425672823046606.pgm,0.0157079641
1479425672873065222.pgm,0.0166218865
1479425672923057151.pgm,0.0205200436
1479425672973083068.pgm,0.0248771928
1479425673023091026.pgm,0.0274869244
1479425673073079511.pgm,0.0279252678
1479425673123132419.pgm,0.0279252678
1479425673173207150.pgm,0.0279252678
1479425673223144199.pgm,0.0279252678
1479425673273228347.pgm,0.029670598
1479425673323158919.pgm,0.0326861371
1479425673373192675.pgm,0.0352996822
1479425673423165556.pgm,0.0396535596
1479425673473158961.pgm,0.0440091925
1479425673523282399.pgm,0.0483757717
1479425673573271620.pgm,0.0492407029
1479425673623217387.pgm,0.050614547
1479425673673198337.pgm,0.050614547
1479425673723237625.pgm,0.050614547
1479425673773245734.pgm,0.050614547
1479425673823246084.pgm,0.050614547
1479425673873237576.pgm,0.0509345242
1479425673923236462.pgm,0.052359879
1479425673973327248.pgm,0.052359879
1479425674023276203.pgm,0.052359879
1479425674073282283.pgm,0.0520625681
1479425674123255084.pgm,0.0477099916
1479425674173348782.pgm,0.0381092526
1479425674223343690.pgm,0.0291108957
1479425674273318779.pgm,0.025634304
1479425674323330668.pgm,0.0198406098
1479425674373313492.pgm,0.0154514218
1479425674423407941.pgm,0.0099610135
1479425674473428953.pgm,0.0032415744
1479425674523365185.pgm,-0.0057168517
1479425674573430339.pgm,-0.0141977309
1479425674623357787.pgm,-0.020296937
1479425674673437346.pgm,-0.022689281
1479425674723360200.pgm,-0.0170366991
1479425674773506267.pgm,-0.010257308
1479425674823430039.pgm,-0.002014135
1479425674873443236.pgm,0.0054296576
1479425674923444853.pgm,0.0132777243
1479425674973416698.pgm,0.0176310098
1479425675023450256.pgm,0.0191986226
1479425675073458482.pgm,0.0191986226
1479425675123445949.pgm,0.0209439509
1479425675173517631.pgm,0.0245886202
1479425675223462713.pgm,0.032432258
1479425675273504967.pgm,0.0420269343
1479425675323532316.pgm,0.0501465872
1479425675373485324.pgm,0.0595880982
1479425675423517841.pgm,0.0665642418
1479425675473652103.pgm,0.0699402793
1479425675523581579.pgm,0.0733038262
1479425675573553807.pgm,0.0751495931
1479425675623524763.pgm,0.0777597419
1479425675673561586.pgm,0.0784558454
1479425675723588764.pgm,0.0785398185
1479425675773591537.pgm,0.0785398185
1479425675823586227.pgm,0.0785398185
1479425675873587755.pgm,0.0802851468
1479425675923660325.pgm,0.0802851468
1479425675973614051.pgm,0.0820789185
1479425676023637646.pgm,0.0855211318
1479425676073591489.pgm,0.0855211318
1479425676123592257.pgm,0.0855211318
1479425676173668081.pgm,0.0855211318
1479425676223667071.pgm,0.0863943493
1479425676273657389.pgm,0.0872664601
1479425676323704925.pgm,0.0872664601
1479425676373653565.pgm,0.0872664601
1479425676423542218.pgm,0.0872664601
1479425676473525937.pgm,0.0889721425
1479425676523613941.pgm,0.0898483228
1479425676573571356.pgm,0.0925024524
1479425676623598369.pgm,0.0925024524
1479425676673846928.pgm,0.0942087416
1479425676723773735.pgm,0.0942477807
1479425676773827560.pgm,0.0942477807
1479425676823914223.pgm,0.0942477807
1479425676873851653.pgm,0.0925024524
1479425676923853805.pgm,0.084860394
1479425676973878587.pgm,0.0717935775
1479425677023897398.pgm,0.0587184189
1479425677073884515.pgm,0.0524665057
1479425677123883566.pgm,0.050614547
1479425677173810744.pgm,0.0538547147
1479425677223855937.pgm,0.0625958533
1479425677273866622.pgm,0.0745620736
1479425677323813509.pgm,0.0852524757
1479425677373824617.pgm,0.095714376
1479425677423810765.pgm,0.0994837657
1479425677473928466.pgm,0.0994837657
1479425677523875634.pgm,0.0994837657
1479425677573908373.pgm,0.0977384374
1479425677623900712.pgm,0.095993109
1479425677673908630.pgm,0.0925024524
1479425677723862740.pgm,0.0900722481
1479425677773976957.pgm,0.0890117884
1479425677824063586.pgm,0.0890117884
1479425677874025196.pgm,0.0874644842
1479425677924024898.pgm,0.0848504775
1479425677974017516.pgm,0.0804976416
1479425678024012529.pgm,0.0744002097
1479425678074003023.pgm,0.0682949025
1479425678124034386.pgm,0.0598073509
1479425678173958759.pgm,0.0511106533
1479425678224014784.pgm,0.0400157142
1479425678274060219.pgm,0.0301758096
1479425678324037822.pgm,0.0225988292
1479425678374023055.pgm,0.0142351268
1479425678424067596.pgm,0.0098728425
1479425678474087133.pgm,0.006981317
1479425678524142837.pgm,0.0052359877
1479425678574066221.pgm,0.0052359877
1479425678624114304.pgm,0.0052359877
1479425678674101925.pgm,0.0052359877
1479425678724185550.pgm,0.0052359877
1479425678774167287.pgm,0.0052359877
1479425678824131499.pgm,0.0052359877
1479425678874211183.pgm,0.0052359877
1479425678924151431.pgm,0.0052359877
1479425678974217227.pgm,0.0052359877
1479425679024324054.pgm,0.0052359877
1479425679074257831.pgm,0.0052359877
1479425679124209556.pgm,0.0052359877
1479425679174201916.pgm,0.0052359877
1479425679224140537.pgm,0.0052359877
1479425679274161428.pgm,0.0052359877
1479425679324259471.pgm,0.0047538071
1479425679374174542.pgm,0.0034906585
1479425679424254141.pgm,0.0047699753
1479425679474249001.pgm,0.0034906585
1479425679524219279.pgm,0.0034906585
1479425679574208122.pgm,0.0052359877
1479425679624213990.pgm,0.0052359877
1479425679674261864.pgm,0.0052359877
1479425679724227342.pgm,0.0052359877
1479425679774350066.pgm,0.0052359877
1479425679824250509.pgm,0.0052359877
1479425679874270067.pgm,0.0052359877
1479425679924373411.pgm,0.0052359877
1479425679974477294.pgm,0.006981317
1479425680024471694.pgm,0.0116672166
1479425680074442906.pgm,0.0217218137
1479425680124521700.pgm,0.0286978053
